DateTime,Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2 Power Consumption,Zone 3 Power Consumption
1/1/17 8:50,4.718,73.7,0.081,20676.4557,12426.74772,11959.51807
1/1/17 9:00,4.704,71.8,0.083,21296.20253,12871.73252,12283.37349
1/1/17 9:10,4.624,74.1,0.082,22043.5443,13203.64742,12427.95181
1/1/17 9:20,4.629,74.8,0.083,22651.13924,13542.85714,12826.98795
1/1/17 9:30,4.599,74,0.082,23131.13924,14046.20061,13121.92771
1/1/17 9:40,4.524,74.7,0.081,23641.51899,14392.70517,13648.19277
1/1/17 9:50,4.575,74.5,0.082,24668.35443,14830.39514,13850.60241
1/1/17 10:00,5.124,73.7,0.076,25275.94937,15238.90578,14162.89157
1/1/17 10:10,5.836,71.3,2.66,25920,15837.08207,14428.91566
1/1/17 10:20,5.996,69.85,4.93,26393.92405,16059.57447,14671.80723
1/1/17 10:30,6.22,68.81,4.924,26861.77215,16322.18845,15036.14458
1/1/17 10:40,6.703,68.01,4.923,27511.89873,16774.46809,15267.46988
1/1/17 10:50,6.993,66.14,4.918,28149.87342,17164.74164,15244.33735
1/1/17 11:00,7.54,64.21,4.916,28714.93671,17507.59878,15591.3253
1/1/17 11:10,8.22,61.9,4.916,29043.03797,17478.41945,15816.86747
1/1/17 11:20,9.49,59.3,2.451,29261.77215,17792.09726,15932.53012
1/1/17 11:30,10.65,56.03,0.084,29474.43038,17748.32827,16053.9759
1/1/17 11:40,11.06,53.52,0.082,29523.03797,17963.52584,16256.38554
1/1/17 11:50,12.4,53.26,0.08,29711.39241,18142.24924,16354.6988
1/1/17 12:00,13.08,54.36,0.077,29644.55696,18131.30699,16562.89157
1/1/17 12:10,14.38,54.42,0.076,29802.53165,18102.12766,16522.40964
1/1/17 12:20,15.02,56.46,0.074,29887.59494,18156.83891,16649.63855
1/1/17 12:30,15.55,58.7,0.075,30039.49367,18335.56231,16869.39759
1/1/17 12:40,15.56,59.23,0.076,29966.58228,18204.25532,17094.93976
1/1/17 12:50,15.49,59.3,0.076,29996.96203,18196.96049,17418.79518
1/1/17 13:00,15.57,58.06,0.077,30258.22785,18466.8693,17413.01205
1/1/17 13:10,15.65,58.7,0.077,30404.05063,18350.15198,17436.14458
1/1/17 13:20,15.73,59.33,0.076,30094.17722,18331.91489,17332.04819
1/1/17 13:30,15.68,58.6,0.079,30161.01266,18419.45289,17465.06024
1/1/17 13:40,15.7,55.29,0.074,30318.98734,18310.0304,17164.33735
1/1/17 13:50,15.75,52.45,0.077,30154.93671,18390.27356,16979.27711
1/1/17 14:00,15.83,54.99,0.079,29984.81013,18353.79939,17054.45783
1/1/17 14:10,15.79,56.66,0.076,30021.26582,18142.24924,17048.6747
1/1/17 14:20,15.72,55.86,0.077,30021.26582,18113.06991,16950.36145
1/1/17 14:30,15.8,54.06,0.075,29911.89873,18036.47416,16823.13253
1/1/17 14:40,15.74,55.56,0.075,29747.8481,17996.35258,16684.33735
1/1/17 14:50,15.72,56.69,0.077,29705.31646,17952.58359,16678.55422
1/1/17 15:00,15.64,57.26,0.077,29571.64557,17894.22492,16753.73494
1/1/17 15:10,15.69,57.96,0.074,29553.41772,17846.80851,16805.78313
1/1/17 15:20,15.69,58.93,0.075,29383.29114,17525.83587,16649.63855
1/1/17 15:30,15.6,58.7,0.073,29061.26582,17547.72036,16586.0241
1/1/17 15:40,15.39,57.6,0.075,28885.06329,17770.21277,16476.14458
1/1/17 15:50,15.34,58.7,0.075,28854.68354,17751.97568,16296.86747
1/1/17 16:00,15.33,59.23,0.077,28836.4557,17646.20061,16256.38554
1/1/17 16:10,15.48,57.46,0.074,28708.86076,17514.89362,16250.60241
1/1/17 16:20,15.54,58.3,0.076,28556.96203,17325.22796,16192.77108
1/1/17 16:30,15.53,58.8,0.077,28514.43038,17456.53495,16343.13253
1/1/17 16:40,15.48,57.73,0.075,28666.32911,17449.24012,16522.40964
1/1/17 16:50,15.47,58.23,0.077,29097.72152,17627.96353,16765.3012
1/1/17 17:00,15.44,59.07,0.076,29723.5443,17708.20669,17719.51807
1/1/17 17:10,15.35,59.3,0.077,30871.89873,18649.24012,19408.19277
1/1/17 17:20,15.34,59,0.079,32700.75949,20192.09726,21883.37349
1/1/17 17:30,15.11,59.53,0.076,35793.41772,22238.29787,23942.16867
1/1/17 17:40,14.93,60.83,0.077,38321.01266,23613.37386,25179.75904
1/1/17 17:50,14.71,61.87,0.086,39129.11392,24167.78116,25520.96386
1/1/17 18:00,14.48,63.27,0.08,39560.50633,24455.92705,25544.09639
1/1/17 18:10,14.29,63.94,0.078,39517.97468,24463.22188,25619.27711
1/1/17 18:20,14.09,64.87,0.078,39596.96203,24000,25798.55422
1/1/17 18:30,13.89,66.11,0.076,39469.36709,24251.67173,25792.77108
1/1/17 18:40,13.79,66.74,0.076,39682.02532,24401.21581,25734.93976
1/1/17 18:50,13.54,66.71,0.076,39888.60759,24598.17629,25885.3012
1/1/17 19:00,12.51,68.35,0.077,39991.89873,24477.81155,25989.39759
1/1/17 19:10,12.06,70.2,0.078,40210.63291,24729.48328,26035.66265
1/1/17 19:20,11.75,70.7,0.079,40216.70886,24671.12462,26191.80723
1/1/17 19:30,11.61,70.7,0.077,40435.44304,24678.41945,26105.06024
1/1/17 19:40,11.5,70.6,0.078,40514.43038,24842.55319,26342.16867
1/1/17 19:50,11.43,70.7,0.076,40544.81013,24755.0152,26452.04819
1/1/17 20:00,11.42,71.2,0.076,40283.5443,24919.14894,26469.39759
1/1/17 20:10,11.69,71.1,0.078,40216.70886,25137.99392,26573.49398
1/1/17 20:20,12.05,69.82,0.077,40477.97468,25437.08207,26434.6988
1/1/17 20:30,11.87,69.98,0.076,40611.64557,25597.56839,26533.01205
1/1/17 20:40,11.61,71.2,0.078,40435.44304,25706.99088,26515.66265
1/1/17 20:50,11.5,72,0.078,40204.55696,25637.68997,26434.6988
1/1/17 21:00,11.43,72,0.075,39584.81013,25396.96049,25966.26506
1/1/17 21:10,11.29,72.2,0.075,39274.93671,25309.42249,25578.79518
1/1/17 21:20,11.49,73.1,0.077,39141.26582,24900.91185,25607.71084
1/1/17 21:30,12.24,70.1,0.077,38643.03797,24827.96353,25359.03614
1/1/17 21:40,11.84,68.78,0.074,38011.13924,24455.92705,24971.56627
1/1/17 21:50,12.2,68.78,0.074,37622.27848,24127.65957,24584.09639
1/1/17 22:00,13.1,65.44,0.074,36953.92405,24000,23976.86747
1/1/17 22:10,13.2,63.84,0.074,36394.93671,23872.34043,23415.90361
1/1/17 22:20,13.18,63.97,0.075,35289.11392,23306.99088,22698.79518
1/1/17 22:30,12.64,66.77,0.072,34438.48101,22975.07599,22322.89157
1/1/17 22:40,12.39,68.04,0.074,33678.98734,22489.9696,21813.9759
1/1/17 22:50,12.24,69.18,0.077,33077.46835,21760.48632,21264.57831
1/1/17 23:00,12.11,69.94,0.074,32117.46835,21253.49544,20686.26506
1/1/17 23:10,12.07,70.7,0.076,31357.97468,20768.38906,20397.10843
1/1/17 23:20,11.99,70.8,0.075,30701.77215,20337.99392,19905.54217
1/1/17 23:30,11.32,74.7,0.075,29681.01266,19823.70821,19252.04819
1/1/17 23:40,11.37,74.8,0.074,28830.37975,19488.1459,18847.22892
1/1/17 23:50,11.41,74.1,0.076,27748.86076,18962.91793,18384.57831
1/2/17 0:00,11.01,75.8,0.076,26703.79747,18047.41641,17916.14458
1/2/17 0:10,10.74,77.3,0.078,26169.11392,17507.59878,17349.39759
1/2/17 0:20,10.47,78.2,0.078,25622.27848,17120.97264,16985.06024
1/2/17 0:30,10.31,79.2,0.076,24972.1519,16785.41033,16586.0241
1/2/17 0:40,10.63,79.3,0.079,24437.46835,16453.49544,16366.26506
1/2/17 0:50,10.84,78.4,0.073,23914.93671,16132.5228,16106.0241
1/2/17 1:00,10.94,78.1,0.074,23629.36709,15720.36474,15643.37349
1/2/17 1:10,11.12,77.9,0.073,23118.98734,15304.55927,15307.95181
1/2/17 1:20,11.02,77.5,0.081,22736.20253,15136.77812,15093.9759
1/2/17 1:30,10.5,78.9,0.076,22049.62025,14637.08207,14972.53012
1/2/17 1:40,10.22,79.8,0.078,21855.18987,14414.58967,14833.73494
1/2/17 1:50,10.42,81.3,0.075,21685.06329,14250.45593,14625.54217
1/2/17 2:00,10.86,80,0.076,21533.16456,14294.22492,14405.78313
1/2/17 2:10,11.17,77.3,0.077,21107.8481,14057.14286,14342.16867
1/2/17 2:20,11.1,75.6,0.077,20986.32911,13823.70821,14191.80723
1/2/17 2:30,11.14,75,0.081,20725.06329,13783.58663,14128.19277
1/2/17 2:40,11.21,75.2,0.077,20889.11392,13608.51064,14081.92771
1/2/17 2:50,10.71,77.4,0.079,20433.41772,13448.02432,13844.81928
1/2/17 3:00,10.7,77.7,0.079,20372.65823,13524.62006,13948.91566
1/2/17 3:10,10.58,78.6,0.075,20135.6962,13480.85106,13966.26506
1/2/17 3:20,10.59,79.5,0.078,20129.62025,13517.32523,13827.46988
1/2/17 3:30,10.68,79.4,0.079,20117.46835,13484.49848,13746.50602
1/2/17 3:40,10.52,79.8,0.076,20087.08861,13437.08207,13642.40964
1/2/17 3:50,10.34,80.6,0.078,19740.75949,13353.19149,13636.62651
1/2/17 4:00,10.18,81.7,0.079,19831.89873,13090.57751,13549.87952
1/2/17 4:10,10.41,82.3,0.074,19989.87342,13218.23708,13503.61446
1/2/17 4:20,10.41,81.4,0.078,20166.07595,13196.35258,13549.87952
1/2/17 4:30,10.39,81.5,0.074,20214.68354,13280.24316,13648.19277
1/2/17 4:40,10.16,81.9,0.075,20141.77215,13287.53799,13717.59036
1/2/17 4:50,9.97,82.8,0.077,20056.70886,13418.84498,13659.75904
1/2/17 5:00,10.03,83.8,0.08,20257.21519,13517.32523,13642.40964
1/2/17 5:10,9.98,83,0.078,20500.25316,13612.15805,13844.81928
1/2/17 5:20,9.74,82.8,0.081,20712.91139,13736.17021,13931.56627
1/2/17 5:30,9.54,83.7,0.078,20810.12658,13834.65046,14081.92771
1/2/17 5:40,9.53,83.9,0.072,21041.01266,14057.14286,14174.45783
1/2/17 5:50,9.56,84.1,0.073,21709.36709,14706.38298,14637.10843
1/2/17 6:00,9.58,84.5,0.075,22742.27848,15089.3617,14868.43373
1/2/17 6:10,9.44,84.1,0.075,22948.86076,14961.70213,14729.63855
1/2/17 6:20,9.4,84.4,0.077,23258.73418,15176.8997,14712.28916
1/2/17 6:30,9.38,84.6,0.076,23471.39241,15545.28875,14619.75904
1/2/17 6:40,9.16,84.7,0.077,23653.67089,15749.54407,14573.49398
1/2/17 6:50,9.06,85.6,0.076,23769.11392,15567.17325,14423.13253
1/2/17 7:00,9.17,85.8,0.078,23380.25316,15607.29483,14400
1/2/17 7:10,9.46,86.2,0.076,23033.92405,16001.21581,13862.16867
1/2/17 7:20,9.74,85.4,0.072,22803.03797,15964.74164,13052.53012
1/2/17 7:30,9.8,84.4,0.077,23082.53165,15698.48024,12404.81928
1/2/17 7:40,9.58,83.9,0.079,22803.03797,15483.28267,11919.03614
1/2/17 7:50,9.51,83.7,0.082,22268.35443,15501.51976,11543.13253
1/2/17 8:00,9.44,83.2,0.084,22742.27848,15537.99392,11398.55422
1/2/17 8:10,9.18,82.5,0.083,23526.07595,15906.38298,11560.48193
1/2/17 8:20,8.96,83.4,0.083,24340.25316,16289.3617,11774.45783
1/2/17 8:30,8.71,83.9,0.081,24881.01266,16737.99392,12248.6747
1/2/17 8:40,8.52,85.1,0.081,25190.88608,16891.18541,12404.81928
1/2/17 8:50,8.43,85.4,0.079,25531.13924,17135.56231,12358.55422
1/2/17 9:00,8.44,85.9,0.08,25980.75949,17248.63222,12636.14458
1/2/17 9:10,8.69,86.7,0.079,23495.6962,17668.08511,13110.36145
1/2/17 9:20,9.02,86.7,0.082,23629.36709,18102.12766,13474.6988
1/2/17 9:30,9.17,86.9,0.079,24006.07595,18302.73556,13763.85542
1/2/17 9:40,10.48,87,0.079,24771.64557,18587.23404,13925.78313
1/2/17 9:50,11.13,83.5,0.08,25148.35443,19236.47416,14324.81928
1/2/17 10:00,11.68,81.7,0.08,25518.98734,19393.31307,14619.75904
1/2/17 10:10,12.22,78,0.075,25695.18987,19634.04255,15059.27711
1/2/17 10:20,12.61,74.8,0.076,26351.39241,19998.78419,15238.55422
1/2/17 10:30,13.07,72.7,0.075,26667.34177,20038.90578,15510.36145
1/2/17 10:40,13.61,70.2,0.077,26794.93671,20119.14894,15787.95181
1/2/17 10:50,14,69.22,0.077,27281.01266,20498.48024,16094.45783
1/2/17 11:00,14.55,64.11,0.077,27645.56962,20618.84498,16325.78313
1/2/17 11:10,14.94,58.46,0.077,27773.16456,20655.31915,16343.13253
1/2/17 11:20,15.08,57.23,0.076,27894.68354,20808.51064,16458.79518
1/2/17 11:30,15.18,55.83,0.076,28532.65823,21009.11854,16429.87952
1/2/17 11:40,15.28,56.49,0.075,28818.22785,21020.06079,16655.42169
1/2/17 11:50,15.27,55.93,0.076,28684.55696,20870.51672,16857.83133
1/2/17 12:00,15.21,55.69,0.077,28939.74684,20757.44681,16742.16867
1/2/17 12:10,15.18,57.2,0.078,29152.40506,20429.17933,17170.12048
1/2/17 12:20,15.11,57.86,0.074,29674.93671,19608.51064,18373.01205
1/2/17 12:30,15.1,58.33,0.076,29826.83544,19604.86322,19009.15663
1/2/17 12:40,15.26,58.8,0.076,29905.82278,19706.99088,18986.0241
1/2/17 12:50,15.15,60.87,0.075,29990.88608,19597.56839,18916.62651
1/2/17 13:00,15.23,60.53,0.076,29966.58228,19593.92097,18997.59036
1/2/17 13:10,15.22,60.2,0.077,29881.51899,19568.38906,19107.46988
1/2/17 13:20,15.22,59.83,0.076,29760,19608.51064,19292.53012
1/2/17 13:30,15.33,59.16,0.076,29292.1519,19728.87538,19072.77108
1/2/17 13:40,15.41,58.13,0.076,29140.25316,19462.61398,18621.68675
1/2/17 13:50,15.43,58,0.077,28872.91139,19469.90881,18586.98795
1/2/17 14:00,15.56,56.03,0.075,28672.40506,19517.32523,18714.21687
1/2/17 14:10,15.59,55.73,0.075,28502.27848,19914.89362,18772.04819
1/2/17 14:20,15.47,56.29,0.077,28684.55696,19936.77812,18644.81928
1/2/17 14:30,15.55,55.99,0.074,28617.72152,19878.41945,18517.59036
1/2/17 14:40,15.57,56.53,0.076,28635.94937,20053.49544,18199.51807
1/2/17 14:50,15.64,55.35,0.077,28556.96203,21669.30091,16800
1/2/17 15:00,15.59,55.76,0.077,28721.01266,21559.87842,16643.85542
1/2/17 15:10,15.58,57.03,0.077,28696.70886,21574.46809,16603.37349
1/2/17 15:20,15.49,57.19,0.075,29049.11392,21260.79027,16649.63855
1/2/17 15:30,15.45,57.86,0.075,29255.6962,21406.68693,16586.0241
1/2/17 15:40,15.36,57.72,0.075,29012.65823,21275.37994,16372.04819
1/2/17 15:50,15.38,58.02,0.074,29091.64557,20936.17021,16210.12048
1/2/17 16:00,15.37,58.59,0.077,29030.88608,20728.26748,16111.80723
1/2/17 16:10,15.23,59.76,0.077,29267.8481,20750.15198,16059.75904
1/2/17 16:20,15.23,61.12,0.075,29480.50633,20611.55015,16181.20482
1/2/17 16:30,15.24,61.63,0.075,30161.01266,20545.89666,16314.21687
1/2/17 16:40,15.19,61.72,0.075,31011.64557,20604.25532,16406.74699
1/2/17 16:50,15.17,61.76,0.077,31029.87342,20607.90274,17008.19277
1/2/17 17:00,15.22,59.95,0.076,32390.88608,21198.78419,18026.0241
1/2/17 17:10,15.17,61.92,0.076,33685.06329,22008.51064,19836.14458
1/2/17 17:20,15.02,62.32,0.076,35659.74684,23908.81459,22791.3253
1/2/17 17:30,14.9,61.82,0.079,38187.34177,25783.58663,24144.57831
1/2/17 17:40,14.81,61.79,0.078,40648.10127,26764.74164,24734.45783
1/2/17 17:50,14.68,62.05,0.079,41565.56962,27195.13678,25156.62651
1/2/17 18:00,14.54,64.02,0.074,41644.55696,27206.07903,25497.83133
1/2/17 18:10,14.38,64.55,0.077,41814.68354,27114.89362,25497.83133
1/2/17 18:20,14.23,65.55,0.076,41766.07595,26888.7538,25526.74699
1/2/17 18:30,14.11,65.79,0.081,41753.92405,26950.75988,25520.96386
1/2/17 18:40,14.03,66.72,0.074,41808.60759,26979.93921,25382.16867
1/2/17 18:50,13.95,67.52,0.074,41699.24051,26786.62614,25619.27711
1/2/17 19:00,13.87,68.59,0.075,41280,26731.91489,25659.75904
1/2/17 19:10,13.74,69.46,0.074,41583.79747,26888.7538,25636.62651
1/2/17 19:20,13.55,69.9,0.076,41851.13924,27045.59271,25567.22892
1/2/17 19:30,13.43,69.86,0.076,41608.10127,26874.16413,25538.31325
1/2/17 19:40,13.35,69.86,0.076,41395.44304,26866.8693,25411.08434
1/2/17 19:50,13.2,70.5,0.076,41273.92405,26739.20973,25457.3494
1/2/17 20:00,13.42,68.89,0.073,40939.74684,26531.30699,25353.25301
1/2/17 20:10,13.55,68.12,0.077,41249.62025,26881.45897,25723.37349
1/2/17 20:20,13.42,68.52,0.075,41316.4557,26921.58055,25937.3494
1/2/17 20:30,13.3,69.03,0.075,41182.78481,26859.57447,25630.84337
1/2/17 20:40,13.33,68.72,0.076,41061.26582,26808.51064,25549.87952
1/2/17 20:50,13.45,68.59,0.075,40830.37975,26691.79331,25659.75904
1/2/17 21:00,13.47,66.99,0.074,40830.37975,26564.13374,25619.27711
1/2/17 21:10,13.29,66.99,0.075,40356.4557,26316.10942,25630.84337
1/2/17 21:20,13.15,66.42,0.078,39797.46835,26082.67477,25162.40964
1/2/17 21:30,13.03,66.62,0.074,39116.96203,25710.6383,24879.03614
1/2/17 21:40,12.93,67.29,0.076,38564.05063,25572.03647,24566.74699
1/2/17 21:50,12.88,67.46,0.075,38102.27848,25003.03951,24156.14458
1/2/17 22:00,12.86,67.76,0.074,37792.40506,24755.0152,23791.80723
1/2/17 22:10,12.87,67.96,0.075,37117.97468,24295.44073,23323.37349
1/2/17 22:20,12.92,68.52,0.074,36218.73418,23700.91185,23190.36145
1/2/17 22:30,12.96,68.62,0.075,35191.89873,23401.82371,22768.19277
1/2/17 22:40,12.88,69.33,0.075,34754.43038,22869.30091,22236.14458
1/2/17 22:50,12.77,69.86,0.075,33909.87342,22271.12462,21727.22892
1/2/17 23:00,12.82,70.1,0.075,32785.82278,21753.19149,21166.26506
1/2/17 23:10,12.75,70.4,0.071,31916.96203,21136.77812,20755.66265
1/2/17 23:20,12.54,71.5,0.077,30252.1519,20593.31307,20281.44578
1/2/17 23:30,12.23,72.9,0.077,29346.83544,20221.2766,19755.18072
1/2/17 23:40,12.19,72.8,0.077,28593.41772,19455.31915,19043.85542
1/2/17 23:50,12.31,72.6,0.072,27779.24051,19079.63526,18644.81928
1/3/17 0:00,12.08,74,0.076,26661.26582,18579.93921,18072.28916
1/3/17 0:10,12.16,74,0.072,26150.88608,18076.59574,17644.33735
1/3/17 0:20,12.07,74.1,0.074,25433.92405,17595.13678,17204.81928
1/3/17 0:30,11.48,76.8,0.077,24947.8481,17190.27356,16811.56627
1/3/17 0:40,11.45,77.7,0.074,24540.75949,16737.99392,16476.14458
1/3/17 0:50,11.8,76.6,0.076,23884.55696,16037.68997,15984.57831
1/3/17 1:00,12.23,75.1,0.074,23422.78481,15749.54407,15718.55422
1/3/17 1:10,12.39,71,0.078,23222.27848,15578.1155,15498.79518
1/3/17 1:20,12.42,71.4,0.077,22766.58228,15432.21884,15146.0241
1/3/17 1:30,12.4,71.5,0.075,22365.56962,14994.52888,14972.53012
1/3/17 1:40,11.84,73.4,0.079,22098.22785,14837.68997,14943.61446
1/3/17 1:50,11.51,73,0.076,21946.32911,14710.0304,14862.6506
1/3/17 2:00,11.35,73.6,0.081,21691.13924,14538.60182,14475.18072
1/3/17 2:10,11.27,73.8,0.077,21575.6962,14155.6231,14266.98795
1/3/17 2:20,11.33,74.5,0.073,21502.78481,14111.8541,14255.42169
1/3/17 2:30,11.44,75,0.078,21332.65823,13940.42553,14226.50602
1/3/17 2:40,12.26,75.5,0.076,21059.24051,13816.41337,14180.24096
1/3/17 2:50,13.08,70.9,0.076,21065.31646,13889.3617,13983.61446
1/3/17 3:00,12.78,71.8,0.078,20980.25316,13944.07295,13769.63855
1/3/17 3:10,12.34,73.2,0.076,20931.64557,13706.99088,13775.42169
1/3/17 3:20,12.2,73.8,0.072,20658.22785,13696.04863,13804.33735
1/3/17 3:30,12.04,74.7,0.077,20226.83544,13586.62614,13711.80723
1/3/17 3:40,11.96,74.9,0.077,20220.75949,13579.33131,13706.0241
1/3/17 3:50,11.92,75.2,0.077,20330.12658,13462.61398,13486.26506
1/3/17 4:00,11.85,75.1,0.083,20202.53165,13586.62614,13468.91566
1/3/17 4:10,11.66,75.5,0.084,19989.87342,13550.15198,13642.40964
1/3/17 4:20,11.55,76.1,0.077,19989.87342,13641.33739,13625.06024
1/3/17 4:30,11.6,75.1,0.081,20087.08861,13747.11246,13636.62651
1/3/17 4:40,11.17,77.8,0.076,20129.62025,13615.80547,13596.14458
1/3/17 4:50,10.83,78.5,0.076,20299.74684,13626.74772,13578.79518
1/3/17 5:00,10.74,78.6,0.077,20390.88608,13739.81763,13688.6747
1/3/17 5:10,10.57,80.3,0.081,20500.25316,13841.94529,13677.10843
1/3/17 5:20,10.49,80.3,0.08,20755.44304,13885.71429,13891.08434
1/3/17 5:30,10.69,81.6,0.078,20986.32911,13940.42553,13972.04819
1/3/17 5:40,11.22,80,0.076,21454.17722,14144.68085,14301.68675
1/3/17 5:50,11.36,77.9,0.077,22122.53165,14648.02432,14810.60241
1/3/17 6:00,11.44,77.5,0.079,22954.93671,15403.03951,14874.21687
1/3/17 6:10,11.49,76.7,0.073,23605.06329,15326.44377,14648.6747
1/3/17 6:20,11.33,76.8,0.075,24255.18987,15516.10942,14509.87952
1/3/17 6:30,11.16,77.3,0.082,24656.20253,15702.12766,14613.9759
1/3/17 6:40,10.89,77.5,0.082,24552.91139,16034.04255,14579.27711
1/3/17 6:50,10.27,80.2,0.078,24607.59494,16001.21581,14405.78313
1/3/17 7:00,10.15,80.8,0.08,24534.68354,16034.04255,14342.16867
1/3/17 7:10,10,81.6,0.077,24662.27848,16486.32219,14122.40964
1/3/17 7:20,9.9,81.5,0.076,24534.68354,16639.51368,13445.78313
1/3/17 7:30,9.67,81.6,0.08,24151.89873,16329.48328,12595.66265
1/3/17 7:40,9.27,81.5,0.08,23811.64557,15982.97872,11884.33735
1/3/17 7:50,9.03,81.8,0.079,23532.1519,15899.08815,11624.09639
1/3/17 8:00,8.85,82.7,0.082,23884.55696,15957.44681,11780.24096
1/3/17 8:10,8.68,83.1,0.083,24522.53165,16249.24012,11838.07229
1/3/17 8:20,8.54,83.7,0.078,24874.93671,16635.86626,11959.51807
1/3/17 8:30,8.38,84.9,0.081,25251.64557,17084.49848,12167.71084
1/3/17 8:40,8.5,84.9,0.079,25871.39241,17427.35562,12578.31325
1/3/17 8:50,8.48,85.7,0.082,26466.83544,17595.13678,12861.68675
1/3/17 9:00,8.4,85.3,0.082,27135.18987,18032.82675,13110.36145
1/3/17 9:10,8.51,85.5,0.083,27997.97468,18470.51672,13353.25301
1/3/17 9:20,8.8,85,0.084,28107.34177,18838.90578,13642.40964
1/3/17 9:30,9.09,84.1,0.081,28417.21519,19105.16717,13885.3012
1/3/17 9:40,9.62,84.5,0.082,29085.56962,19141.64134,14186.0241
1/3/17 9:50,10.89,85.9,0.085,29383.29114,19254.71125,14110.84337
